tipo_alteracao,manobra_id,codigo_anterior,codigo_atual,nome_anterior,nome_atual,modelos_afetados,aeronaves_afetadas,origem_anterior,origem_atual,evidencia,impacto_no_pto,decisao_humana_necessaria
DIVERGENCIA_NAO_RESOLVIDA,,A139-I-11/12,A139-I-11/12,,LOFT - Line Oriented Flight Training,A139-I-11/12,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,A139-I-12/12,A139-I-12/12,,LOFT e Check,A139-I-12/12,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,A139-NOT-01,A139-NOT-01,,Treinamento Noturno Onshore,A139-NOT-01,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,A139-NOT-02,A139-NOT-02,,Treinamento Noturno Offshore,A139-NOT-02,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,A139-P-01/04-C1,A139-P-01/04-C1,,Ciclo 1 / VFR-emergências,A139-P-01/04-C1,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=21; adicionadas=17,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,A139-P-01/04-C2,A139-P-01/04-C2,,Ciclo 2 / VFR-emergências,A139-P-01/04-C2,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,A139-P-01/04-C3,A139-P-01/04-C3,,Ciclo 3 / VFR-emergências,A139-P-01/04-C3,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=21; adicionadas=17,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,A139-P-02/04-C1,A139-P-02/04-C1,,Ciclo 1 / IFR-emergências,A139-P-02/04-C1,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=21; adicionadas=17,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,A139-P-02/04-C2,A139-P-02/04-C2,,Ciclo 2 / IFR-emergências,A139-P-02/04-C2,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,A139-P-02/04-C3,A139-P-02/04-C3,,Ciclo 3 / IFR-emergências,A139-P-02/04-C3,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,A139-P-03/04-OFFSHOR,A139-P-03/04-OFFSHOR,,LOFT e Offshore,A139-P-03/04-OFFSHOR,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,A139-P-04/04-CHECK,A139-P-04/04-CHECK,,LOFT e Check,A139-P-04/04-CHECK,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,A139-REQ-01,A139-REQ-01,,Reaquisição de Experiência Recente,A139-REQ-01,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,A139-S-01/02,A139-S-01/02,,Semestral 01/02: LOFT e Operação Noturna,A139-S-01/02,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,A139-S-02/02,A139-S-02/02,,Semestral 02/02: Consolidação de IFR,A139-S-02/02,AW139,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,EXA-01/02,EXA-01/02,,Treinamento Prático de Examinador 1/2 — SOP Normal e Condução Inicial / SOP Anormal e Avaliação,EXA-01/02,UNIVERSAL,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,EXA-02/02,EXA-02/02,,"Treinamento Prático de Examinador 2/2 — Emergência, Intervenção e Segurança / Atuação Integrada do Examinador",EXA-02/02,UNIVERSAL,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,INST-E01,INST-E01,,Treinamento Prático de Instrutor 1/2 — Procedimentos Normais e Técnica de Instrução / Procedimentos Anormais e Gerenciamento do Erro,INST-E01,UNIVERSAL,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,INST-E02,INST-E02,,"Treinamento Prático de Instrutor 2/2 — Emergências, Intervenção e Atuação Integrada do Instrutor",INST-E02,UNIVERSAL,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,S76-NOT-01,S76-NOT-01,,Treinamento Noturno Onshore,S76-NOT-01,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,S76-NOT-02,S76-NOT-02,,Treinamento Noturno Offshore,S76-NOT-02,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,S76-P-01/04-C1,S76-P-01/04-C1,,Ciclo 1 / VFR-emergências,S76-P-01/04-C1,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,S76-P-01/04-C2,S76-P-01/04-C2,,Ciclo 2 / VFR-emergências,S76-P-01/04-C2,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,S76-P-01/04-C3,S76-P-01/04-C3,,Ciclo 3 / VFR-emergências,S76-P-01/04-C3,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,S76-P-02/04-C1,S76-P-02/04-C1,,Ciclo 1 / IFR-emergências,S76-P-02/04-C1,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,S76-P-02/04-C2,S76-P-02/04-C2,,Ciclo 2 / IFR-emergências,S76-P-02/04-C2,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,S76-P-02/04-C3,S76-P-02/04-C3,,Ciclo 3 / IFR-emergências,S76-P-02/04-C3,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,S76-REQ-01,S76-REQ-01,,Reaquisição de Experiência Recente,S76-REQ-01,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,SK76-I-01/12,SK76-I-01/12,,Familiarização / Checklist Normal / Voo Normal Básico,SK76-I-01/12,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,SK76-I-02/12,SK76-I-02/12,,Voo Normal Consolidado / Perfil Visual,SK76-I-02/12,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,SK76-I-03/12,SK76-I-03/12,,"Sistemas Básicos, ECL e Anormalidades Simples",SK76-I-03/12,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,SK76-I-04/12,SK76-I-04/12,,"Automação, Aviônicos e Degradações Básicas",SK76-I-04/12,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
DIVERGENCIA_NAO_RESOLVIDA,,SK76-I-05/12,SK76-I-05/12,,IFR / Navegação Básico,SK76-I-05/12,SK76,docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv,production-d1-read-only:2026-07-15,baseline 2026-07-02 tinha 22 relacoes; producao atual tem 18; removidas=22; adicionadas=18,"Tratar este registro como evidencia parcial de transicao; para atualizar o PTO, usar diretamente o CSV canonico de 2026-07-15 para codigo, nome, ordem, aplicabilidade e composicao atual da sessao.",SOMENTE_SE_HOUVER_QUESTAO_PEDAGOGICA_OU_REGULATORIA_REAL
